original_text,processed_text,sentiment,confidence
Kenyan Traitor!!! @MassholeJay @misfitnici @GtheOriginal @45mx_7 @1109Patricia @SirFlyzalot @BeeAwake1 @bdonesem @WhalenMona @JackMedia7 @TJDOGMANR2 @Zegdie @StarxFire @candace_lo70387 @ZeTeamZ @wildangel1968 @Karrasamelia5 @CareyMaga @DragonSword778 @45Gigi24 https://t.co/NwjuVm5v7h,Kenyan Traitor ! ! !,Neutral,0.0
@aintscarylarry Ha ha Trump 2024,Ha ha Trump 2024,Positive,0.5859
Dang!!!,Dang ! ! !,Neutral,0.0
@visegrad24 Donald J. Trump &amp,Donald J. Trump & amp,Neutral,0.0
@AlpacaAurelius Joe Rogan and Donald Trump ya tu sabe,Joe Rogan Donald Trump ya tu sabe,Neutral,0.0
@ryuz4k1L Pussy maang rha hai,Pussy maang rha hai,Neutral,0.0
@melimelouse melania trump,melania trump,Neutral,0.0
@bgyether Ne yapacak bu chucky i #trump ? ,Ne yapacak bu chucky trump ?,Neutral,0.0
@JacobKinge XRP ok?,XRP ok ?,Positive,0.296
@FGaitho237 @realDonaldTrump @elonmusk @karolineleavitt @IvankaTrump @DonaldJTrumpJr @USAmbKenya Huyu gaidi anafikiria Trump ako na time ya kusoma upuzi,Huyu gaidi anafikiria Trump ako na time ya kusoma upuzi,Neutral,0.0
@MaziAwkaetiti @olaniyi900 @joshj3344 @FinPlanKaluAja1 Afghanistan not Pakistan,Afghanistan Pakistan,Neutral,0.0
@VivekGRamaswamy Trash indian,Trash indian,Neutral,0.0
@iskljuciaparate Melanija Trump s Temua,Melanija Trump Temua,Neutral,0.0
MANYAN ABUBUWAN DA SUKA FARU A KASUWAR CRYPTO A YAU 30-12-2024 1. Farashin Bitcoin ya koma kasa da $94K Bayan Ya kai $100K Koda yaushe. 2. Gwamnatin Trump na shirin mayar da Amurka ta zama cibiyar Crypto 3. Dokokin MiCA Crypto na EU suna Tasiri A Tsakanin Matsayin Pro-Crypto,MANYAN ABUBUWAN DA SUKA FARU KASUWAR CRYPTO YAU 30-12-2024 1 . Farashin Bitcoin ya koma kasa da $ 94K Bayan Ya kai $ 100K Koda yaushe . 2 . Gwamnatin Trump na shirin mayar da Amurka ta zama cibiyar Crypto 3 . Dokokin MiCA Crypto na EU suna Tasiri Tsakanin Matsayin Pro-Crypto,Neutral,0.0
@BrandnerSt Trump Putin Selenski,Trump Putin Selenski,Neutral,0.0
@Koechy_vee akina Oscar sudi hao,akina Oscar sudi hao,Neutral,0.0
TRUMP: URRR...IZ ET TU LET TA GOO BUKTA MANGIN RASLIN N BAD RELTY TEEBEE? Yes it is. https://t.co/LAOm3WCGVV https://t.co/TIfOAW6Cok https://t.co/lkPQuKC8xp,TRUMP : URRR ... IZ ET TU LET TA GOO BUKTA MANGIN RASLIN N BAD RELTY TEEBEE ? Yes .,Negative,-0.368
@fiktivdetektiv @Jardar_Iversen Hahahahahahaa ahh ,Hahahahahahaa ahh,Neutral,0.0
'Perang Sengaja Dibuat Untuk Kepentingan Bisnis Senjata' Kata Donald Trump - https://t.co/KPqiMEVJxr https://t.co/PApfW8telf #MembacaZaman,'Perang Sengaja Dibuat Untuk Kepentingan Bisnis Senjata ' Kata Donald Trump - MembacaZaman,Neutral,0.0
Trump Netanyahu criminals,Trump Netanyahu criminals,Negative,-0.5719
Adanam da Adanammm https://t.co/gxvpZEB8Mp,Adanam da Adanammm,Neutral,0.0
@bgyether Adam adam Trump,Adam adam Trump,Neutral,0.0
@HabarimpyaTv Home Makonda anajua kulichangamsha jiji sana,Home Makonda anajua kulichangamsha jiji sana,Neutral,0.0
@Chelaa_03 we tafuta kazi uwache kukasirikia ya wengine pia,tafuta kazi uwache kukasirikia ya wengine pia,Neutral,0.0
Trump Ashigikiye ko Mike Johnson Abandanya Ayobora Inama Nshingamateka https://t.co/oDeCPjfOZ8,Trump Ashigikiye ko Mike Johnson Abandanya Ayobora Inama Nshingamateka,Neutral,0.0
@visegrad24 Musk Trump Orban.,Musk Trump Orban .,Neutral,0.0
Donald Trump yatsinze matora muri Reta zunze ubumwe za Amerika arashigikiye umukuru w'inama nshingamateka Mike Johnson mu gihe ariko yitegurira kurwanira kugumana ikibanza ciwe co kuyobora abo mu mugambwe w'Abarepublikani mu nama nshingamateka. https://t.co/w1zeyb1MA8,Donald Trump yatsinze matora muri Reta zunze ubumwe za Amerika arashigikiye umukuru w'inama nshingamateka Mike Johnson mu gihe ariko yitegurira kurwanira kugumana ikibanza ciwe co kuyobora abo mu mugambwe w'Abarepublikani mu nama nshingamateka .,Neutral,0.0
Biden ka musheer trump se baat krrha hai aur trump ne baat maan bhi li. Wah bhai Wah end hi krdiya. Wese wo call shahid sb k samne ki thi? Ya call kr k shahid sb ko bataya hoga k krli. Call,Biden ka musheer trump se baat krrha hai aur trump ne baat maan bhi li . Wah bhai Wah end hi krdiya . Wese wo call shahid sb k samne ki thi ? Ya call kr k shahid sb ko bataya hoga k krli . Call,Neutral,0.0
trump ko 2 🇺🇸 trudeau sub 3 🇨🇦 duda 29-28 🇵🇱 erdogan ko 4 🇹🇷 stubb sub 2 🇫🇮,trump ko 2 🇺🇸 trudeau sub 3 🇨🇦 duda 29-28 🇵🇱 erdogan ko 4 🇹🇷 stubb sub 2 🇫🇮,Neutral,0.0
@matt_vanswol Russian propaganda,Russian propaganda,Negative,-0.25
@kamaumtu_kutu0 kula kiapo,kula kiapo,Neutral,0.0
@naffarioh___ we si ukuwe roho ngumu pia smh,si ukuwe roho ngumu pia smh,Negative,-0.3182
@NapoLeon1226391 Trump Orban Milei Meloni .. que du BON !!!!!,Trump Orban Milei Meloni .. que du BON ! ! ! ! !,Neutral,0.0
@julie_kelly2 @USAO_DC BLM vs Jan 6 https://t.co/vAOuP09czC,BLM vs Jan 6,Neutral,0.0
@Jbanklestankle1 Slim,Slim,Neutral,0.0
@rushgotjokes @RyanShead @elonmusk Putin.. aka Trump boss,Putin .. aka Trump boss,Neutral,0.0
@JohnSteinb72613 @Dahlia119281 spp TRUMP,spp TRUMP,Neutral,0.0
@Shawn_Farash Bidan https://t.co/YEYeJbRSeN,Bidan,Neutral,0.0
@bigfeeztm Fun loorun kpaa,Fun loorun kpaa,Positive,0.5106
@KhalidKhanmzari Trump ko bho lhasooso shafqat hay,Trump ko bho lhasooso shafqat hay,Neutral,0.0
@iMuthembaa Anambia Biden aachie trump kiti,Anambia Biden aachie trump kiti,Neutral,0.0
@CHI_funmii Fun loorun kpa,Fun loorun kpa,Positive,0.5106
KMART Clock https://t.co/6nEurV9OlD via @YouTube,KMART Clock via,Neutral,0.0
Sisi ️ BAE️ Suudi Arabistan ️ Trump ️ Apo️ DEM️ KHK #KHKsız2025,Sisi ️ BAE️ Suudi Arabistan ️ Trump ️ Apo️ DEM️ KHK KHKsız2025,Neutral,0.0
Studs wenu wanajifunga leso huku ushago,Studs wenu wanajifunga leso huku ushago,Neutral,0.0
@Trump_Cion 7y19HgmriRDeaHqih4T8amefP1kb9jkpgKQBwgVwRubt,7y19HgmriRDeaHqih4T8amefP1kb9jkpgKQBwgVwRubt,Neutral,0.0
@TRUMP_ARMY_ As-salamu alaykum,As-salamu alaykum,Neutral,0.0
@realdogeusa In Jan 20 or Jan 21st? https://t.co/RboxjdqSJU,Jan 20 Jan 21st ?,Neutral,0.0
@Sattu94967722 Ye done LGBT wale anti trump lobby hain. Ek 'Karan Johar' ka Bhai hai dusra 'Ekta Kapoor'. ,Ye done LGBT wale anti trump lobby hain . Ek 'Karan Johar ' ka Bhai hai dusra 'Ekta Kapoor ' .,Negative,-0.296
Russia Russia Russia! Trump s benefactor.,Russia Russia Russia ! Trump benefactor .,Neutral,0.0
@SMarothiya13 Shubh ratri ,Shubh ratri,Neutral,0.0
@x_weep ni January si December ,ni January si December,Neutral,0.0
@ksmteen @x_weep labda kama ulikuwa danda,labda kama ulikuwa danda,Neutral,0.0
Jab twitter kholo Iman ka koi na koi new trump card on TL hota https://t.co/k0tWVK5IZB,Jab twitter kholo Iman ka koi na koi new trump card TL hota,Neutral,0.0
@FedUpWithGovmt @tn4_trump Hahaha. Hilarious!,Hahaha . Hilarious !,Positive,0.7644
@TRUMP_ARMY_ Aman,Aman,Neutral,0.0
Jimmy Wanjigi vs Okiya Omtatah teams,Jimmy Wanjigi vs Okiya Omtatah teams,Neutral,0.0
@kamaumtu_kutu0 umelewa,umelewa,Neutral,0.0
Dr Eng,Dr Eng,Neutral,0.0
@NewsLiberdade Pra cima Trump!!,Pra cima Trump ! !,Neutral,0.0
@NjeriBt Trump ama wanjigi?,Trump ama wanjigi ?,Neutral,0.0
@kingsleysikei bangi ni norm,bangi ni norm,Neutral,0.0
@KeruboSk wapi juu hujadm bado,wapi juu hujadm bado,Neutral,0.0
@visegrad24 Donald Trump or Netanyahu.,Donald Trump Netanyahu .,Neutral,0.0
@ThatGuyBenTho na series ikikushinda jaribu kulala 247,na series ikikushinda jaribu kulala 247,Neutral,0.0
@RelaxedSam skuizi hata watu hawaezi kulink na hizo business,skuizi hata watu hawaezi kulink na hizo business,Neutral,0.0
@visegrad24 Netanyahu and Trump,Netanyahu Trump,Neutral,0.0
@Greatbrayan si fiti heri nibaki kwa nyumba tu,si fiti heri nibaki kwa nyumba tu,Neutral,0.0
@timothymaturi_ si unajulikana bois,si unajulikana bois,Neutral,0.0
Kplc rudisha stima,Kplc rudisha stima,Neutral,0.0
Trump Netanyahu and Putin.,Trump Netanyahu Putin .,Neutral,0.0
@RelaxedSam interaction na watu hazisaidii mtegemea cha nduguye hufa maskini.,interaction na watu hazisaidii mtegemea cha nduguye hufa maskini .,Neutral,0.0
Financiers of our activist Boniface Mwangi - NGOs Hanifa - Kalonzo Morara Kebaso - Jimmy Wanjigi,Financiers activist Boniface Mwangi - NGOs Hanifa - Kalonzo Morara Kebaso - Jimmy Wanjigi,Neutral,0.0
@timothymaturi_ ni mkora umesema,ni mkora umesema,Neutral,0.0
@Rams9898 @M9News_ Ganji Chiranjeevi n jayamangala into JSP,Ganji Chiranjeevi n jayamangala JSP,Neutral,0.0
In orange,orange,Neutral,0.0
MGOGORO WA URUSI NA UKRAINE Sitofahamu ya kundelea kwa msaada wa Marekani kwa serikali ya Kyiv mara tu baada ya Trump atakapo apishwa bado haujulikani. #BilaGanzi https://t.co/zr8VytQBVS,MGOGORO WA URUSI NA UKRAINE Sitofahamu ya kundelea kwa msaada wa Marekani kwa serikali ya Kyiv mara tu baada ya Trump atakapo apishwa bado haujulikani . BilaGanzi,Neutral,0.0
@AmyMek Jumpin' jihadi!!!,Jumpin ' jihadi ! ! !,Neutral,0.0
@Tutu_lips_ Mitaro itapiga nduru lini sasa,Mitaro itapiga nduru lini sasa,Neutral,0.0
@lippyent Galupsi,Galupsi,Neutral,0.0
@ByCoinvo EofQJ5pdHguETjRQueDvV8aNTSJEZ8gHS6jriX7d3ibD,EofQJ5pdHguETjRQueDvV8aNTSJEZ8gHS6jriX7d3ibD,Neutral,0.0
Tidur dulu akh semoga besok disapa Big Big Big Bigwin Aamiin,Tidur dulu akh semoga besok disapa Big Big Big Bigwin Aamiin,Neutral,0.0
@EricLDaugh hallelujah,hallelujah,Positive,0.6124
@Misstracyke Eka ya Trump ,Eka ya Trump,Neutral,0.0
@_B1G_Sosa @Mmustaafu bado fuatilia tl yake,bado fuatilia tl yake,Neutral,0.0
@realgoddie_ uko meru tulia,uko meru tulia,Neutral,0.0
@ShahzadGill202 Hkomat my tha to Ghulami na manzoor or jail my hy to Trump abu mujay nikalooo kia logic hy youthio kaa,Hkomat tha Ghulami na manzoor jail hy Trump abu mujay nikalooo kia logic hy youthio kaa,Negative,-0.6369
@TRUMP_ARMY_ Mark sepanjang tahun di tipu Tangan kanan Kamala,Mark sepanjang tahun di tipu Tangan kanan Kamala,Neutral,0.0
Benjamin Netanyahu Donald Trump Ahmed al-Sharaa,Benjamin Netanyahu Donald Trump Ahmed al-Sharaa,Neutral,0.0
@44MagnumBlue1 RIP Robert ️🇺🇲,RIP Robert ️🇺🇲,Neutral,0.0
Anda mengira ini Trump asli Sebenarnya avatarnya Biden Obama Tubuh lebih gempal dan lebih pendek dari aslinya. https://t.co/FuM7O0qVSK,Anda mengira ini Trump asli Sebenarnya avatarnya Biden Obama Tubuh lebih gempal dan lebih pendek dari aslinya .,Neutral,0.0
@_mk_kanji ngumu,ngumu,Neutral,0.0
@AlalaMalika @FGaitho237 @realDonaldTrump @elonmusk @karolineleavitt @IvankaTrump @DonaldJTrumpJr @USAmbKenya Trump's foreign policy can do things ujue hatuko indipendent,Trump 's foreign policy things ujue hatuko indipendent,Neutral,0.0
@treccodawg zae unaanza aje,zae unaanza aje,Neutral,0.0
@kamaumtu_kutu0 Mahn https://t.co/Cj5gBzt02C,Mahn,Neutral,0.0
@WaruiJohn2 Ulikuwa wapi,Ulikuwa wapi,Neutral,0.0
Ni kazi gani inayoweza kukununulia gari hili ndani ya Miezi 12 bila kujinyima sana. Tusaidiane kupanga 2025 https://t.co/KNmNZ8gLuZ,Ni kazi gani inayoweza kukununulia gari hili ndani ya Miezi 12 bila kujinyima sana . Tusaidiane kupanga 2025,Neutral,0.0
@MarioNawfal Happening in London under Sadiq Khan.,Happening London Sadiq Khan .,Neutral,0.0
@RelaxedSam Hektik,Hektik,Neutral,0.0
@Chota_trump jai mahadeva,jai mahadeva,Neutral,0.0
@ngenaar DOUL NGA,DOUL NGA,Neutral,0.0
@Mush24_ gari ya kifahari nayo ni ukweli.,gari ya kifahari nayo ni ukweli .,Neutral,0.0
@Chota_trump ye ajj gaya lend hilane ,ye ajj gaya lend hilane,Neutral,0.0
Lewat Easy3 kak.,Lewat Easy3 kak .,Neutral,0.0
@spectatorindex Netanyahu and Trump.,Netanyahu Trump .,Neutral,0.0
@PhiliPages @RichHeydarian Wala sa kalingkingan si Lord Trump mo on Fmr President FDR ,Wala sa kalingkingan si Lord Trump mo Fmr President FDR,Neutral,0.0
