full_text,username,label,original_text,processed_text,sentiment,confidence
@TRUMP_ARMY_ Man made climate change ? yes that's a hoax.,hben61jul,,@TRUMP_ARMY_ Man made climate change ? yes that's a hoax.,man made climat chang ye that hoax,Negative,0.9921504259109497
@TuckerCNews If it is through EO with no input from Congress Trump can reverse it.,heitmeyernancy,,@TuckerCNews If it is through EO with no input from Congress Trump can reverse it.,eo input congress trump revers,Negative,0.8687203526496887
@KyleKulinski Dude what happened to you?,ElonTrumpo,,@KyleKulinski Dude what happened to you?,dude happen,Positive,0.9465145468711853
Happy New Year to all my followers 2025 has to be a fantastic year. https://t.co/TImDSTR52x,jjriver856,,Happy New Year to all my followers 2025 has to be a fantastic year. https://t.co/TImDSTR52x,happi new year follow 2025 fantast year,Positive,0.9956219792366028
NEW FLASH GENIUS! THE US HAS THE DUBIOUS DISTINCTION OF BEING THE 5TH COUNTRY WORLDWIDE FOR THEIR EXECUTIONS! CAN SOMEONE REMIND TRUMP HE'S BEEN FOUND GUILTY OF RAPE DEFAMATION REAL ESTATE FRAUD &amp,,,NEW FLASH GENIUS! THE US HAS THE DUBIOUS DISTINCTION OF BEING THE 5TH COUNTRY WORLDWIDE FOR THEIR EXECUTIONS! CAN SOMEONE REMIND TRUMP HE'S BEEN FOUND GUILTY OF RAPE DEFAMATION REAL ESTATE FRAUD &amp,new flash geniu us dubiou distinct 5th countri worldwid execut someon remind trump he found guilti rape defam real estat fraud amp,Negative,0.9736157655715942
@TruthHurtsTKV White Russian.,NidaTrump,,@TruthHurtsTKV White Russian.,white russian,Neutral,0.5322261452674866
@REVMAXXING 🇺🇸 Trump did nothing wrong. https://t.co/VhSMaoDeLv,LB_Citizen_,,@REVMAXXING 🇺🇸 Trump did nothing wrong. https://t.co/VhSMaoDeLv,trump noth wrong,Neutral,0.5045695304870605
@LisaMarieBoothe Did Trump win in 2020?,dannorton111,,@LisaMarieBoothe Did Trump win in 2020?,trump win 2020,Positive,0.9990156888961792
@CitizenFreePres We love President Trump🇺🇸🇺🇸️,DogZakky,,@CitizenFreePres We love President Trump🇺🇸🇺🇸️,love presid trump,Positive,0.9989407658576965
Trump voters get RUDE AWAKENING after Trump s LATEST BETRAYAL https://t.co/qEJ8AW29T5 via @YouTube,shell_loyd,,Trump voters get RUDE AWAKENING after Trump s LATEST BETRAYAL https://t.co/qEJ8AW29T5 via @YouTube,trump voter get rude awaken trump latest betray via,Negative,0.9959880709648132
Following,Gimpa4Trump,,Following,follow,Positive,0.9954183101654053
@waylandtb @TiceRichard Wonder what would happen to Trump and Farage if Putin was suddenly not around?,willgetthereso,,@waylandtb @TiceRichard Wonder what would happen to Trump and Farage if Putin was suddenly not around?,wonder would happen trump farag putin suddenli around,Positive,0.8979671597480774
@JDVanceNewsX Gates must never be allowed anywhere near Trump.,cnamarriott,,@JDVanceNewsX Gates must never be allowed anywhere near Trump.,gate must never allow anywher near trump,Negative,0.9941668510437012
@ElijahSchaffer Nope! Trump is the swamp! Just another swamp swap,PaloSan56192711,,@ElijahSchaffer Nope! Trump is the swamp! Just another swamp swap,nope trump swamp anoth swamp swap,Negative,0.9803003072738647
@CollinRugg Trump was right about him,Lanalou52,,@CollinRugg Trump was right about him,trump right,Positive,0.9955481290817261
@davidnwilson @MomAngtrades Technocrats hoping to isolate Trump from voters stepped in it bigly w/this visa debacle. Guarantee they weren t expecting the pushback received last week else why is Elon messing w/the algo on here? At some point this requires ,CodyEastmont,,@davidnwilson @MomAngtrades Technocrats hoping to isolate Trump from voters stepped in it bigly w/this visa debacle. Guarantee they weren t expecting the pushback received last week else why is Elon messing w/the algo on here? At some point this requires ,technocrat hope isol trump voter step bigli wthi visa debacl guarante expect pushback receiv last week els elon mess wthe algo point requir,Negative,0.9982905983924866
@RepMTG It reminds me that January 6 2021 was a major political event in U.S. history when Trump supporters stormed the U.S. Capitol in an attempt to prevent the certification of the results of the 2020 presidential election.This event led to serious poli,DrGiovanna1988,,@RepMTG It reminds me that January 6 2021 was a major political event in U.S. history when Trump supporters stormed the U.S. Capitol in an attempt to prevent the certification of the results of the 2020 presidential election.This event led to serious poli,remind januari 2021 major polit event us histori trump support storm us capitol attempt prevent certif result 2020 presidenti electionthi event led seriou poli,Negative,0.7739546298980713
@sublimeamerica MAGA and Trump are some of the whiniest crybabies who are offended at the drop of an ugly red hat. You re all the ones crying to boycott everything that dares to offend your fragile delicate sensibilities. Now want to start again with the ,DonDonBonJovi,,@sublimeamerica MAGA and Trump are some of the whiniest crybabies who are offended at the drop of an ugly red hat. You re all the ones crying to boycott everything that dares to offend your fragile delicate sensibilities. Now want to start again with the ,maga trump whiniest crybabi offend drop ugli red hat one cri boycott everyth dare offend fragil delic sensibl want start,Negative,0.99896240234375
@jaredadcrypto Cendy1412 fl together.! Happy newyear 2025,Cendynguyen2,,@jaredadcrypto Cendy1412 fl together.! Happy newyear 2025,cendy1412 fl togeth happi newyear 2025,Positive,0.6513373851776123
@jksmith34 @charise_lee No Putin or Putin faction controls Trump. They just do not want to give up their chess piece.,KeithBa22086886,,@jksmith34 @charise_lee No Putin or Putin faction controls Trump. They just do not want to give up their chess piece.,putin putin faction control trump want give chess piec,Negative,0.9961380362510681
@LibertarianTrap @danirish @Friended4Ever @TonyUzuki @ModeratelyR @jordanbpeterson &gt,,,@LibertarianTrap @danirish @Friended4Ever @TonyUzuki @ModeratelyR @jordanbpeterson &gt,gt,Positive,0.9976308345794678
@cenkuygur You know Joe Biden is a chaotic evil person. Do you know the happiest moment he has in 4 years? Sitting with Trump in the white house because they are both essentially the same kind of person. https://t.co/dD1gI6ojKf,ErconEx,,@cenkuygur You know Joe Biden is a chaotic evil person. Do you know the happiest moment he has in 4 years? Sitting with Trump in the white house because they are both essentially the same kind of person. https://t.co/dD1gI6ojKf,know joe biden chaotic evil person know happiest moment year sit trump white hous essenti kind person,Negative,0.9915743470191956
@TRUMP_ARMY_ @realDonaldTrump You know what happened to all the businesses Trump has owned? Literally all of them went bankrupt.,dragonfire1024,,@TRUMP_ARMY_ @realDonaldTrump You know what happened to all the businesses Trump has owned? Literally all of them went bankrupt.,know happen busi trump own liter went bankrupt,Negative,0.9994741082191467
@glenn_tunes You mean like FBI &amp,,,@glenn_tunes You mean like FBI &amp,mean like fbi amp,Negative,0.9985301494598389
@TheSaraTalks I agree with you Sara..Trump needs to rein in Elon's ego...Elon ain't an elected official,Buster_9969,,@TheSaraTalks I agree with you Sara..Trump needs to rein in Elon's ego...Elon ain't an elected official,agre saratrump need rein elon egoelon aint elect offici,Negative,0.9943737983703613
@HANKonX @CollinRugg Uhhhh Johnson has as much in common with the MAGA agenda as you or I do with a walnut. Let me rewrite: MAGA backs the citiens Johnson gives 2 sh*ts about MAGA Trump backs Johnson....because?,Saint_Hadrian,,@HANKonX @CollinRugg Uhhhh Johnson has as much in common with the MAGA agenda as you or I do with a walnut. Let me rewrite: MAGA backs the citiens Johnson gives 2 sh*ts about MAGA Trump backs Johnson....because?,uhhhh johnson much common maga agenda walnut let rewrit maga back citien johnson give sht maga trump back johnsonbecaus,Negative,0.9978888630867004
@IanJaeger29 Your comment that Trump is a legend for a photo-op shows that you deserve your Trump cult merit badge. I am in awe of the depths that the cult has dropped.,RonMcGihon,,@IanJaeger29 Your comment that Trump is a legend for a photo-op shows that you deserve your Trump cult merit badge. I am in awe of the depths that the cult has dropped.,comment trump legend photoop show deserv trump cult merit badg awe depth cult drop,Negative,0.9654657244682312
@Damaan4u33 So agree Mr Trump is too ole to be President ever so step down and be brave enough to do so ,syloliver,,@Damaan4u33 So agree Mr Trump is too ole to be President ever so step down and be brave enough to do so ,agre mr trump ole presid ever step brave enough,Positive,0.8575819730758667
Why in hell did we not demand a recount? Or an audit !!! They TOLD us (Putin trump EM @SpeakerJohnson Theil) that they would do it we knew they would do it results of the election showed that they did it and yet here we are doing NOTHING about it.,ElephantWatcher,,Why in hell did we not demand a recount? Or an audit !!! They TOLD us (Putin trump EM @SpeakerJohnson Theil) that they would do it we knew they would do it results of the election showed that they did it and yet here we are doing NOTHING about it.,hell demand recount audit told us putin trump em theil would knew would result elect show yet noth,Negative,0.9940866231918335
Dear Loser Libtards We are another day closer to getting Trump back in office. Cant wait for 2025! BS Handouts will be coming to an end. Respectfully Buck Keepin it a buck with Buck ,KeepitA_Buck001,,Dear Loser Libtards We are another day closer to getting Trump back in office. Cant wait for 2025! BS Handouts will be coming to an end. Respectfully Buck Keepin it a buck with Buck ,dear loser libtard anoth day closer get trump back offic cant wait 2025 bs handout come end respect buck keepin buck buck,Negative,0.9422851800918579
Hegseth has more experience than several past defense nominees. https://t.co/RLKLvHo27G #Hegseth #Trump #DonaldTrump,MetroVoice,,Hegseth has more experience than several past defense nominees. https://t.co/RLKLvHo27G #Hegseth #Trump #DonaldTrump,hegseth experi sever past defens nomine,Negative,0.875420093536377
@JackPosobiec SARAH PALIN WAS THE FIRST MAJOR POLITICIAN TO ENDORSE DONALD TRUMP . IT IS TIME FOR DONALD TRUMP TO APPOINT SARAH PALIN . KEEP YOUR WORD MR TRUMP ! @realDonaldTrump @DonaldJTrumpJr @DanScavino @SarahPalinUSA @LaraLeaTrump @Bannons_WarRoom @e,VotePalin2028,,@JackPosobiec SARAH PALIN WAS THE FIRST MAJOR POLITICIAN TO ENDORSE DONALD TRUMP . IT IS TIME FOR DONALD TRUMP TO APPOINT SARAH PALIN . KEEP YOUR WORD MR TRUMP ! @realDonaldTrump @DonaldJTrumpJr @DanScavino @SarahPalinUSA @LaraLeaTrump @Bannons_WarRoom @e,sarah palin first major politician endors donald trump time donald trump appoint sarah palin keep word mr trump,Positive,0.9740856885910034
Trump should just lend that shit on 20th. I am so over the Biden administration s shit.,DaphneyDragone,,Trump should just lend that shit on 20th. I am so over the Biden administration s shit.,trump lend shit 20th biden administr shit,Negative,0.9906973838806152
@BoilerBallin @LauraLoomer @premium Donald Trump is allowing this to happen.,FloridaCpaMst,,@BoilerBallin @LauraLoomer @premium Donald Trump is allowing this to happen.,donald trump allow happen,Positive,0.9887638092041016
An ex-con a former heroin user a spy a rapist and a woman with big breasts. Who are they? Trump's nominees for Ambassadors. Nope that's not made up.,frost101,,An ex-con a former heroin user a spy a rapist and a woman with big breasts. Who are they? Trump's nominees for Ambassadors. Nope that's not made up.,excon former heroin user spi rapist woman big breast trump nomine ambassador nope that made,Negative,0.9937229752540588
Happy Birthday Donald Trump Jr!,docekc123,,Happy Birthday Donald Trump Jr!,happi birthday donald trump jr,Positive,0.8961005806922913
@juneiper68 @dandinohill An insult to tree stumps ,TrumpSimp4Putin,,@juneiper68 @dandinohill An insult to tree stumps ,insult tree stump,Negative,0.998977541923523
@try_common @Rebecca25339851 @NancyMace They were exonerated by dna evidence.,EducatingTrump2,,@try_common @Rebecca25339851 @NancyMace They were exonerated by dna evidence.,exoner dna evid,Negative,0.982835590839386
@ConservativaPol @brithume The Freedom Caucus always achieves exact opposite of stated goal. Controlled opposition. They just want to hamstring Trump and MAGA. Like on CR a few weeks ago. They made sure to give dems their pork for free. Fake speaker fight,PrplHddWrrr,,@ConservativaPol @brithume The Freedom Caucus always achieves exact opposite of stated goal. Controlled opposition. They just want to hamstring Trump and MAGA. Like on CR a few weeks ago. They made sure to give dems their pork for free. Fake speaker fight,freedom caucu alway achiev exact opposit state goal control opposit want hamstr trump maga like cr week ago made sure give dem pork free fake speaker fight,Negative,0.9891834259033203
@LisaFla8 Trump is the GOAT at being a RINO!,Bigbparsons,,@LisaFla8 Trump is the GOAT at being a RINO!,trump goat rino,Negative,0.9574242830276489
@POTUS You need to investigate the 2024 Presidential election put a stop to Inauguration Day &amp,,,@POTUS You need to investigate the 2024 Presidential election put a stop to Inauguration Day &amp,need investig 2024 presidenti elect put stop inaugur day amp,Negative,0.9922419786453247
@trumprealparody Yes of course. If Trump do what he say about war. Thank you and happy New year 2025 for you Thierry. ️️️️,thierrydpc,,@trumprealparody Yes of course. If Trump do what he say about war. Thank you and happy New year 2025 for you Thierry. ️️️️,ye cours trump say war thank happi new year 2025 thierri,Positive,0.9820479154586792
@BRICSinfo Will it be done under Biden or Under Trump,reygilliano,,@BRICSinfo Will it be done under Biden or Under Trump,done biden trump,Positive,0.9690662622451782
@Matt_Fleming321 Your Trump hating opinion,Merijoe12,,@Matt_Fleming321 Your Trump hating opinion,trump hate opinion,Negative,0.9971101880073547
@DC_Draino They all need to back Johnson so we can move on with the Trump agenda,RobertPatelCFO,,@DC_Draino They all need to back Johnson so we can move on with the Trump agenda,need back johnson move trump agenda,Negative,0.9778754711151123
Barack Obama Says Donald Trump Is Taking Credit for His Economy https://t.co/yUeWjfVd2Q via @YouTube,stopcancernow,,Barack Obama Says Donald Trump Is Taking Credit for His Economy https://t.co/yUeWjfVd2Q via @YouTube,barack obama say donald trump take credit economi via,Neutral,0.6168609261512756
@lavern_spicer Dear Lavern One of the slimmest margins ever so not a landslide not a mandate. D'Angelo ain't getting the break Deepak is in Trump's America's First world.,itzadriheet,,@lavern_spicer Dear Lavern One of the slimmest margins ever so not a landslide not a mandate. D'Angelo ain't getting the break Deepak is in Trump's America's First world.,dear lavern one slimmest margin ever landslid mandat dangelo aint get break deepak trump america first world,Negative,0.9372671246528625
@robkhenderson Trump and JD Vance on Rogan. What a cultural moment.,TooJay1994,,@robkhenderson Trump and JD Vance on Rogan. What a cultural moment.,trump jd vanc rogan cultur moment,Positive,0.9782444834709167
@Eric_Conn @calvinrobinson Make America great again with Donald Trump? You're in for a rude awakening.,STSewell,,@Eric_Conn @calvinrobinson Make America great again with Donald Trump? You're in for a rude awakening.,make america great donald trump your rude awaken,Negative,0.9665740132331848
@laralogan They're deliberately digging a hole so deep that Trump will never be able to dig America out of it. And it's all going right into their own pockets. Never underestimate the slobbering greed of the criminally corrupt.,realgenekaye,,@laralogan They're deliberately digging a hole so deep that Trump will never be able to dig America out of it. And it's all going right into their own pockets. Never underestimate the slobbering greed of the criminally corrupt.,theyr deliber dig hole deep trump never abl dig america go right pocket never underestim slobber greed crimin corrupt,Negative,0.980297327041626
@bgrice @Chelle98555808 @BumpstockBarbie Your right to bodily autonomy does not trump my right to life. You can not exercise you bodily autonomy to harm or kill another human. You can not exercise bodily autonomy if you don t have life. Come &amp,,,@bgrice @Chelle98555808 @BumpstockBarbie Your right to bodily autonomy does not trump my right to life. You can not exercise you bodily autonomy to harm or kill another human. You can not exercise bodily autonomy if you don t have life. Come &amp,right bodili autonomi trump right life exercis bodili autonomi harm kill anoth human exercis bodili autonomi life come amp,Negative,0.95937180519104
I would also like to wish you: Happy Birthday Don Jr and the Happiest of New Years! You (and your whole Trump clan) are truly an INSPIRING NATIONAL TREASURE!,Kingdom52David,,I would also like to wish you: Happy Birthday Don Jr and the Happiest of New Years! You (and your whole Trump clan) are truly an INSPIRING NATIONAL TREASURE!,would also like wish happi birthday jr happiest new year whole trump clan truli inspir nation treasur,Negative,0.9960915446281433
@richardson_trey @MattOroak @MilitaryCooI How were the few Americans left in Afghanistan as part of Trump's deal with the Taliban ever going to get all that hardware out? Trump made no plans to get the weapons &amp,,,@richardson_trey @MattOroak @MilitaryCooI How were the few Americans left in Afghanistan as part of Trump's deal with the Taliban ever going to get all that hardware out? Trump made no plans to get the weapons &amp,american left afghanistan part trump deal taliban ever go get hardwar trump made plan get weapon amp,Negative,0.9785440564155579
@pie247937 @1Kdolo @Vital_Vibration Hardly Diddys number one fan. But keep trying to finger paint connections it makes this much more fun &amp,,,@pie247937 @1Kdolo @Vital_Vibration Hardly Diddys number one fan. But keep trying to finger paint connections it makes this much more fun &amp,hardli diddi number one fan keep tri finger paint connect make much fun amp,Positive,0.996507465839386
@BrettFavre No joke the last four years have been a nightmare. Here s to 2025 and the beginning of a great era for out country. Go Trump!!!,90michael19,,@BrettFavre No joke the last four years have been a nightmare. Here s to 2025 and the beginning of a great era for out country. Go Trump!!!,joke last four year nightmar 2025 begin great era countri go trump,Negative,0.9471871852874756
@CollinRugg All the Republicans should give their collective heads a really brisk shake they are there only because they rode in on Trump's coat tails.,WayneSn35339982,,@CollinRugg All the Republicans should give their collective heads a really brisk shake they are there only because they rode in on Trump's coat tails.,republican give collect head realli brisk shake rode trump coat tail,Positive,0.8866081237792969
@libsoftiktok Trump on July 13 2024: Fight! Fight! Fight!,Initiatus828,,@libsoftiktok Trump on July 13 2024: Fight! Fight! Fight!,trump juli 13 2024 fight fight fight,Positive,0.9944161176681519
@DisavowTrump20 Donald Trump caused a blood clot? https://t.co/YksUBlXLIf,ModernSilenceDG,,@DisavowTrump20 Donald Trump caused a blood clot? https://t.co/YksUBlXLIf,donald trump caus blood clot,Negative,0.9953539371490479
Republicans are the most hateful and spiteful ppl on earth. Oh and btw Donald Trump rated 3rd worst The 10 Worst U.S. Presidents Not all U.S. presidents are missed once they leave the White House. https://t.co/ZhaVaL3ZdL,1414Maple,,Republicans are the most hateful and spiteful ppl on earth. Oh and btw Donald Trump rated 3rd worst The 10 Worst U.S. Presidents Not all U.S. presidents are missed once they leave the White House. https://t.co/ZhaVaL3ZdL,republican hate spite ppl earth oh btw donald trump rate 3rd worst 10 worst us presid us presid miss leav white hous,Negative,0.9997029900550842
President Musk finally has a moment of clarity and agrees that Americans are too retarded to fill all tech industry roles in the country. Dumb as a stump bitch puppet secretary Trump and his racist MAGA shitbag followers are very upset. LMFAO,WiltonDon85915,,President Musk finally has a moment of clarity and agrees that Americans are too retarded to fill all tech industry roles in the country. Dumb as a stump bitch puppet secretary Trump and his racist MAGA shitbag followers are very upset. LMFAO,presid musk final moment clariti agre american retard fill tech industri role countri dumb stump bitch puppet secretari trump racist maga shitbag follow upset lmfao,Negative,0.9974130988121033
@RepAndyBiggsAZ Trump lied people died!! Maybe we need to prosecute Trump also!!!,smkoren,,@RepAndyBiggsAZ Trump lied people died!! Maybe we need to prosecute Trump also!!!,trump lie peopl die mayb need prosecut trump also,Negative,0.9769153594970703
@BeharGiacomo Have always backed President Trump but NOT this time go Steve Bannon !!!,jbrunet1326,,@BeharGiacomo Have always backed President Trump but NOT this time go Steve Bannon !!!,alway back presid trump time go steve bannon,Positive,0.9711142182350159
@Fitbodyexpert99 @rivercitywoman @CrimeInNYC At least Texas went even redder in 2024 election thanks to Trump,therealAndrewJo,,@Fitbodyexpert99 @rivercitywoman @CrimeInNYC At least Texas went even redder in 2024 election thanks to Trump,least texa went even redder 2024 elect thank trump,Negative,0.9757056832313538
You know @BillGates is behind this,legaldawn,,You know @BillGates is behind this,know behind,Positive,0.9896092414855957
@DefiyantlyFree Hot subtard take. The regulation had been in the works for years. Its beginnings were from the Trump administration l. But what would you know? You couldn t pass the naturalization test.,dmaranci,,@DefiyantlyFree Hot subtard take. The regulation had been in the works for years. Its beginnings were from the Trump administration l. But what would you know? You couldn t pass the naturalization test.,hot subtard take regul work year begin trump administr would know pass natur test,Negative,0.9956766963005066
@CassandraRules Blue check mark scam. Should be a full refund.,TrumpForce47JT,,@CassandraRules Blue check mark scam. Should be a full refund.,blue check mark scam full refund,Negative,0.999011754989624
@of_lyon68642 You are percent correct. @RepThomasMassie thinks he should be speaker. He is just trying to cause Chaos for Trump. Chip Roy is doing the same thing. They are both DeSantis lovers.,gieblerp,,@of_lyon68642 You are percent correct. @RepThomasMassie thinks he should be speaker. He is just trying to cause Chaos for Trump. Chip Roy is doing the same thing. They are both DeSantis lovers.,percent correct think speaker tri caus chao trump chip roy thing desanti lover,Neutral,0.5208545327186584
@GuntherEagleman If Donald Trump wants that sack of let him have him as speaker. If it doesn t work out it s on him.,Golfer_MNorman,,@GuntherEagleman If Donald Trump wants that sack of let him have him as speaker. If it doesn t work out it s on him.,donald trump want sack let speaker work,Negative,0.998120129108429
@TheCalvinCooli1 Hopefully he just votes for Johnson and we can be done with this whole thing if Johnson folds to everything Trump wants like he did with Biden he'll likely be fine as Speaker. Especially since there's no viable alternative to Johnson that,Cory_Corson,,@TheCalvinCooli1 Hopefully he just votes for Johnson and we can be done with this whole thing if Johnson folds to everything Trump wants like he did with Biden he'll likely be fine as Speaker. Especially since there's no viable alternative to Johnson that,hope vote johnson done whole thing johnson fold everyth trump want like biden hell like fine speaker especi sinc there viabl altern johnson,Negative,0.7964325547218323
@try_common @Rebecca25339851 @NancyMace But she s still appealing it so how do you know? That s your logic. Trump is convicted and a proven rapist and proven serial fraudster.,EducatingTrump2,,@try_common @Rebecca25339851 @NancyMace But she s still appealing it so how do you know? That s your logic. Trump is convicted and a proven rapist and proven serial fraudster.,still appeal know logic trump convict proven rapist proven serial fraudster,Positive,0.9858357906341553
@realDonaldTrump Trump E Jean Carrol called and said she wants her money,ScottMcCollum80,,@realDonaldTrump Trump E Jean Carrol called and said she wants her money,trump jean carrol call said want money,Negative,0.9652745127677917
@Cuse_MBB They gave him a shot. He's proven he can't adjust and his lack of control over the team HE CREATED is painfully obvious. He's gotta realize that ball starts and ends with him but SU fans deserves 1000x more than he can offer. Time to move on fro,Trump2757420,,@Cuse_MBB They gave him a shot. He's proven he can't adjust and his lack of control over the team HE CREATED is painfully obvious. He's gotta realize that ball starts and ends with him but SU fans deserves 1000x more than he can offer. Time to move on fro,gave shot he proven cant adjust lack control team creat pain obviou he got ta realiz ball start end su fan deserv 1000x offer time move fro,Positive,0.6513572335243225
@TresxEstes19 Trump,Moehoe56,,@TresxEstes19 Trump,trump,Positive,0.9725902080535889
@Namara18Mc I grew up poor. Agreed. Chef at work has been diligent about not wasting food. I hope that I had something to do with that. He grew up poor to. I just reminded him.,PamelaL98281927,,@Namara18Mc I grew up poor. Agreed. Chef at work has been diligent about not wasting food. I hope that I had something to do with that. He grew up poor to. I just reminded him.,grew poor agre chef work dilig wast food hope someth grew poor remind,Negative,0.999721348285675
@JessicaMattJoe @RepThomasMassie My point is you said we voted for trump and trump once johnson.I don't care what trump wantsIf he's doing something that's not good for this movement people need to call it out,2A_Fighter,,@JessicaMattJoe @RepThomasMassie My point is you said we voted for trump and trump once johnson.I don't care what trump wantsIf he's doing something that's not good for this movement people need to call it out,point said vote trump trump johnsoni dont care trump wantsif he someth that good movement peopl need call,Negative,0.995625376701355
Comrade Aes: People are not chiding you for what you are saying they are chiding you for the stupidity of what you are saying. Trump is not even POTUS yet - Ukraine war going on for three years. Trump will help end it - but needs the reins of power first - dummy.,dgvreiman,,Comrade Aes: People are not chiding you for what you are saying they are chiding you for the stupidity of what you are saying. Trump is not even POTUS yet - Ukraine war going on for three years. Trump will help end it - but needs the reins of power first - dummy.,comrad ae peopl chide say chide stupid say trump even potu yet ukrain war go three year trump help end need rein power first dummi,Negative,0.9975557327270508
@mirandadevine Trump can just override it.,BlubonnetGal,,@mirandadevine Trump can just override it.,trump overrid,Negative,0.9779205322265625
'Yes Donald Trump won the election but it wasn t a landslide ' @staceyabrams told MSNBC s Chris Hayes in an interview Dumb as a brick. American elections now are cities versus non cities. Remember if these people HAD won they would be doing away with the Electoral College so https://t.co/EIqVMumrNe,thdivewhisperer,,'Yes Donald Trump won the election but it wasn t a landslide ' @staceyabrams told MSNBC s Chris Hayes in an interview Dumb as a brick. American elections now are cities versus non cities. Remember if these people HAD won they would be doing away with the Electoral College so https://t.co/EIqVMumrNe,ye donald trump elect landslid told msnbc chri hay interview dumb brick american elect citi versu non citi rememb peopl would away elector colleg,Negative,0.9964742064476013
@123susanb I thought I was Republican until Trump showed me they're all the same and it's really just Washington and the rest of us.,Galloping_Guru,,@123susanb I thought I was Republican until Trump showed me they're all the same and it's really just Washington and the rest of us.,thought republican trump show theyr realli washington rest us,Negative,0.9777195453643799
@glenn_tunes Keep crying from Norway while trump will be certified because he won!,timmoore1973,,@glenn_tunes Keep crying from Norway while trump will be certified because he won!,keep cri norway trump certifi,Negative,0.9676240682601929
@MATTYWOLVES3 @EnglishFemale0 All the best in the New Year.,TheTrump4547,,@MATTYWOLVES3 @EnglishFemale0 All the best in the New Year.,best new year,Positive,0.9998451471328735
Happy New Years 2025!! Can't wait for Trump's inauguration!! https://t.co/vYZ6V9jslU,Sterling_M10,,Happy New Years 2025!! Can't wait for Trump's inauguration!! https://t.co/vYZ6V9jslU,happi new year 2025 cant wait trump inaugur,Negative,0.9823196530342102
Musk and Trump have shown - once and for all- that the billionaire class cannot be trusted to represent the interests of the working-class people.,realbrotherfred,,Musk and Trump have shown - once and for all- that the billionaire class cannot be trusted to represent the interests of the working-class people.,musk trump shown billionair class trust repres interest workingclass peopl,Negative,0.9922845363616943
Happy New Year from President Trump 2025 is going to be MASSIVE! 20 MORE DAYS! https://t.co/HQiOksnHZN,KashpatelCIA,,Happy New Year from President Trump 2025 is going to be MASSIVE! 20 MORE DAYS! https://t.co/HQiOksnHZN,happi new year presid trump 2025 go massiv 20 day,Negative,0.6548762321472168
@DONTFALLlNLOVE @MacDoesIt Please provide proof that Trump said this.,JeremyBurr16,,@DONTFALLlNLOVE @MacDoesIt Please provide proof that Trump said this.,pleas provid proof trump said,Positive,0.6549763083457947
@johndav85558110 Trump 🇺🇸,UlwellingRacing,,@johndav85558110 Trump 🇺🇸,trump,Positive,0.9725902080535889
@DeloresHol52808 @sues86453 @j0ker937 Excatly....we need more Trump type policies and politicians sick of all this BS,Platoxxx67,,@DeloresHol52808 @sues86453 @j0ker937 Excatly....we need more Trump type policies and politicians sick of all this BS,excatlyw need trump type polici politician sick bs,Negative,0.9990737438201904
@TuckerCNews Trump will overturn it,OurMorgan,,@TuckerCNews Trump will overturn it,trump overturn,Negative,0.6589680314064026
@___Sean______ @Porter97977215 @zarathustra5150 I think any attempt by Sriram to sway Trump will look forced and annoying likely from a lack of western social aptitude and Trump will pick up on that right away and push back.,sinonmedia,,@___Sean______ @Porter97977215 @zarathustra5150 I think any attempt by Sriram to sway Trump will look forced and annoying likely from a lack of western social aptitude and Trump will pick up on that right away and push back.,think attempt sriram sway trump look forc annoy like lack western social aptitud trump pick right away push back,Negative,0.9940704703330994
@elonmusk Less regulation makes it easier for corporations and billionaires to get away with more than they already do. You re fooling yourself if you think Trump wants less regulation to empower the American people/fix things he wants less regulation so ,GordyMisley,,@elonmusk Less regulation makes it easier for corporations and billionaires to get away with more than they already do. You re fooling yourself if you think Trump wants less regulation to empower the American people/fix things he wants less regulation so ,less regul make easier corpor billionair get away alreadi fool think trump want less regul empow american peoplefix thing want less regul,Negative,0.9961280226707458
@accordingtowoz @green279086 Following,Gimpa4Trump,,@accordingtowoz @green279086 Following,follow,Positive,0.9954183101654053
@TheRickyDavila Thank SCOTUS and the Republican Party for the shitshow that is trump.,CaptSarcasm2728,,@TheRickyDavila Thank SCOTUS and the Republican Party for the shitshow that is trump.,thank scotu republican parti shitshow trump,Positive,0.9979819059371948
@RepThomasMassie You are hurting the party and Trump. Knock it off.,Burd404040,,@RepThomasMassie You are hurting the party and Trump. Knock it off.,hurt parti trump knock,Negative,0.9991135001182556
@here_garbage @KeenanPeachy You know it was a figure of speech right? Elon just sold us out for cheap labor. Trump backed him up. Israel is still our master. There s a long way to go. We can get there but lying to ourselves gets us nowhere.,WurstIsYet2Cum,,@here_garbage @KeenanPeachy You know it was a figure of speech right? Elon just sold us out for cheap labor. Trump backed him up. Israel is still our master. There s a long way to go. We can get there but lying to ourselves gets us nowhere.,know figur speech right elon sold us cheap labor trump back israel still master long way go get lie get us nowher,Negative,0.9901519417762756
@ProudElephantUS Why is she blaming trump?,OneSweetDumplin,,@ProudElephantUS Why is she blaming trump?,blame trump,Negative,0.9956957101821899
